"locusTag","RSlocusTag","feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","feature_interval_length","product_length","attributes","gene_name"
"Bcen2424_2558","BCEN2424_RS12795","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2833123,2834685,"+","WP_011694378.1","WP_011694378.1",NA,"AMP-binding protein","",NA,1563,520,"old_locus_tag=Bcen2424_2558","Bcen2424_2558--AMP-binding protein"
"Bcen2424_2559","BCEN2424_RS12800","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2834754,2835710,"-","WP_011546052.1","WP_011546052.1",NA,"site-specific tyrosine recombinase XerD","xerD",NA,957,318,"old_locus_tag=Bcen2424_2559","Bcen2424_2559-xerD-site-specific tyrosine recombinase XerD"
"Bcen2424_2560","BCEN2424_RS12805","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2835710,2836177,"-","WP_011546053.1","WP_011546053.1",NA,"methylated-DNA--[protein]-cysteine S-methyltransferase","",NA,468,155,"old_locus_tag=Bcen2424_2560","Bcen2424_2560--methylated-DNA--[protein]-cysteine S-methyltransferase"
"Bcen2424_2561","BCEN2424_RS12810","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2836245,2837480,"-","WP_011546054.1","WP_011546054.1",NA,"tRNA epoxyqueuosine(34) reductase QueG","queG",NA,1236,411,"old_locus_tag=Bcen2424_2561","Bcen2424_2561-queG-tRNA epoxyqueuosine(34) reductase QueG"
"Bcen2424_2562","BCEN2424_RS12815","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2837498,2838049,"+","WP_041489242.1","WP_041489242.1",NA,"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE","tsaE",NA,552,183,"old_locus_tag=Bcen2424_2562","Bcen2424_2562-tsaE-tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"
"Bcen2424_2563","BCEN2424_RS12820","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2838031,2839557,"+","WP_023477625.1","WP_023477625.1",NA,"N-acetylmuramoyl-L-alanine amidase","",NA,1527,508,"old_locus_tag=Bcen2424_2563","Bcen2424_2563--N-acetylmuramoyl-L-alanine amidase"
"Bcen2424_2564","BCEN2424_RS12825","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2839602,2840483,"-","WP_006478004.1","WP_006478004.1",NA,"O-acetylserine/cysteine exporter","",NA,882,293,"old_locus_tag=Bcen2424_2564","Bcen2424_2564--O-acetylserine/cysteine exporter"
"Bcen2424_2565","BCEN2424_RS12830","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2840738,2841619,"+","WP_011546057.1","WP_011546057.1",NA,"pirin family protein","",NA,882,293,"old_locus_tag=Bcen2424_2565","Bcen2424_2565--pirin family protein"
"Bcen2424_2566","BCEN2424_RS12835","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2841672,2842520,"+","WP_011694383.1","WP_011694383.1",NA,"thioredoxin","trxA",NA,849,282,"old_locus_tag=Bcen2424_2566","Bcen2424_2566-trxA-thioredoxin"
"Bcen2424_2567","BCEN2424_RS12840","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2842654,2843511,"-","WP_011546059.1","WP_011546059.1",NA,"tRNA threonylcarbamoyladenosine dehydratase","",NA,858,285,"old_locus_tag=Bcen2424_2567","Bcen2424_2567--tRNA threonylcarbamoyladenosine dehydratase"
"Bcen2424_2568","BCEN2424_RS12845","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2843640,2844284,"+","WP_011546060.1","WP_011546060.1",NA,"pyridoxamine 5'-phosphate oxidase","pdxH",NA,645,214,"old_locus_tag=Bcen2424_2568","Bcen2424_2568-pdxH-pyridoxamine 5'-phosphate oxidase"
"Bcen2424_2569","BCEN2424_RS12850","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2844406,2845626,"+","WP_006477998.1","WP_006477998.1",NA,"class I SAM-dependent methyltransferase","",NA,1221,406,"old_locus_tag=Bcen2424_2569","Bcen2424_2569--class I SAM-dependent methyltransferase"
"Bcen2424_2570","BCEN2424_RS12855","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2845650,2846951,"+","WP_011694384.1","WP_011694384.1",NA,"DUF72 domain-containing protein","",NA,1302,433,"old_locus_tag=Bcen2424_2570","Bcen2424_2570--DUF72 domain-containing protein"
"Bcen2424_2571","BCEN2424_RS12860","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2846977,2847537,"-","WP_011546062.1","WP_011546062.1",NA,"peptide-methionine (S)-S-oxide reductase MsrA","msrA",NA,561,186,"old_locus_tag=Bcen2424_2571","Bcen2424_2571-msrA-peptide-methionine (S)-S-oxide reductase MsrA"
"Bcen2424_2573","BCEN2424_RS12870","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2848103,2849509,"+","WP_011546064.1","WP_011546064.1",NA,"selenium-binding protein","",NA,1407,468,"old_locus_tag=Bcen2424_2573","Bcen2424_2573--selenium-binding protein"
"Bcen2424_2574","BCEN2424_RS12875","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2849506,2850171,"+","WP_011546065.1","WP_011546065.1",NA,"hypothetical protein","",NA,666,221,"old_locus_tag=Bcen2424_2574","Bcen2424_2574--hypothetical protein"
"Bcen2424_2575","BCEN2424_RS12880","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2850452,2850961,"+","WP_006477993.1","WP_006477993.1",NA,"flavin reductase family protein","",NA,510,169,"old_locus_tag=Bcen2424_2575","Bcen2424_2575--flavin reductase family protein"
"Bcen2424_2576","BCEN2424_RS12885","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2850948,2851448,"-","WP_006477992.1","WP_006477992.1",NA,"Lrp/AsnC family transcriptional regulator","",NA,501,166,"old_locus_tag=Bcen2424_2576","Bcen2424_2576--Lrp/AsnC family transcriptional regulator"
"Bcen2424_2577","BCEN2424_RS12890","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2851578,2852219,"+","WP_011546066.1","WP_011546066.1",NA,"arylformamidase","kynB",NA,642,213,"old_locus_tag=Bcen2424_2577","Bcen2424_2577-kynB-arylformamidase"
"Bcen2424_2578","BCEN2424_RS12895","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2852250,2853500,"+","WP_085962293.1","WP_085962293.1",NA,"kynureninase","kynU",NA,1251,416,"old_locus_tag=Bcen2424_2578","Bcen2424_2578-kynU-kynureninase"
"Bcen2424_2579","BCEN2424_RS12900","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2853602,2854537,"+","WP_011546068.1","WP_011546068.1",NA,"tryptophan 2,3-dioxygenase","kynA",NA,936,311,"old_locus_tag=Bcen2424_2579","Bcen2424_2579-kynA-tryptophan 2,3-dioxygenase"
"Bcen2424_2580","BCEN2424_RS12905","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2854567,2855970,"-","WP_011546069.1","WP_011546069.1",NA,"MFS transporter","",NA,1404,467,"old_locus_tag=Bcen2424_2580","Bcen2424_2580--MFS transporter"
"Bcen2424_2581","BCEN2424_RS12910","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2856231,2857175,"-","WP_011546070.1","WP_011546070.1",NA,"2-dehydropantoate 2-reductase","",NA,945,314,"old_locus_tag=Bcen2424_2581","Bcen2424_2581--2-dehydropantoate 2-reductase"
"Bcen2424_2582","BCEN2424_RS12915","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2857189,2858640,"-","WP_011546071.1","WP_011546071.1",NA,"aldehyde dehydrogenase","",NA,1452,483,"old_locus_tag=Bcen2424_2582","Bcen2424_2582--aldehyde dehydrogenase"
"Bcen2424_2583","BCEN2424_RS12920","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2858670,2860277,"-","WP_011694386.1","WP_011694386.1",NA,"benzoylformate decarboxylase","",NA,1608,535,"old_locus_tag=Bcen2424_2583","Bcen2424_2583--benzoylformate decarboxylase"
"Bcen2424_2584","BCEN2424_RS12925","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2860377,2861288,"+","WP_011546072.1","WP_011546072.1",NA,"LysR family transcriptional regulator","",NA,912,303,"old_locus_tag=Bcen2424_2584","Bcen2424_2584--LysR family transcriptional regulator"
"Bcen2424_2585","BCEN2424_RS12930","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2861462,2862856,"+","WP_011546073.1","WP_011546073.1",NA,"mannitol dehydrogenase family protein","",NA,1395,464,"old_locus_tag=Bcen2424_2585","Bcen2424_2585--mannitol dehydrogenase family protein"
"Bcen2424_2586","BCEN2424_RS12935","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2862961,2864442,"+","WP_011546074.1","WP_011546074.1",NA,"xylulokinase","xylB",NA,1482,493,"old_locus_tag=Bcen2424_2586","Bcen2424_2586-xylB-xylulokinase"
"Bcen2424_2587","BCEN2424_RS12940","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2864506,2865519,"+","WP_011546075.1","WP_011546075.1",NA,"sugar-binding transcriptional regulator","",NA,1014,337,"old_locus_tag=Bcen2424_2587","Bcen2424_2587--sugar-binding transcriptional regulator"
"Bcen2424_2588","BCEN2424_RS12945","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2865542,2866765,"-","WP_011546076.1","WP_011546076.1",NA,"MFS transporter","",NA,1224,407,"old_locus_tag=Bcen2424_2588","Bcen2424_2588--MFS transporter"
"Bcen2424_2589","BCEN2424_RS12950","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2866762,2867958,"-","WP_011546077.1","WP_011546077.1",NA,"serine hydrolase","",NA,1197,398,"old_locus_tag=Bcen2424_2589","Bcen2424_2589--serine hydrolase"
"Bcen2424_2590","BCEN2424_RS12955","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2868072,2868956,"+","WP_011546078.1","WP_011546078.1",NA,"LysR family transcriptional regulator","",NA,885,294,"old_locus_tag=Bcen2424_2590","Bcen2424_2590--LysR family transcriptional regulator"
"Bcen2424_2591","BCEN2424_RS12960","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2868971,2870077,"-","WP_011546079.1","WP_011546079.1",NA,"sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC","ugpC",NA,1107,368,"old_locus_tag=Bcen2424_2591","Bcen2424_2591-ugpC-sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC"
"Bcen2424_2592","BCEN2424_RS12965","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2870140,2870853,"-","WP_006477977.1","WP_006477977.1",NA,"HAD family phosphatase","",NA,714,237,"old_locus_tag=Bcen2424_2592","Bcen2424_2592--HAD family phosphatase"
"Bcen2424_2593","BCEN2424_RS12970","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2870850,2871701,"-","WP_011546080.1","WP_011546080.1",NA,"carbohydrate ABC transporter permease","",NA,852,283,"old_locus_tag=Bcen2424_2593","Bcen2424_2593--carbohydrate ABC transporter permease"
"Bcen2424_2594","BCEN2424_RS12975","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2871698,2872651,"-","WP_011546081.1","WP_011546081.1",NA,"sugar ABC transporter permease","",NA,954,317,"old_locus_tag=Bcen2424_2594","Bcen2424_2594--sugar ABC transporter permease"
"Bcen2424_2595","BCEN2424_RS12980","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2872766,2874091,"-","WP_006477974.1","WP_006477974.1",NA,"sugar ABC transporter substrate-binding protein","",NA,1326,441,"old_locus_tag=Bcen2424_2595","Bcen2424_2595--sugar ABC transporter substrate-binding protein"
"Bcen2424_2596","BCEN2424_RS12985","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2874164,2875516,"-","WP_011546082.1","WP_011546082.1",NA,"D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit","",NA,1353,450,"old_locus_tag=Bcen2424_2596","Bcen2424_2596--D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit"
"Bcen2424_2597","BCEN2424_RS12990","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2875504,2876460,"-","WP_006477972.1","WP_006477972.1",NA,"sugar kinase","",NA,957,318,"old_locus_tag=Bcen2424_2597","Bcen2424_2597--sugar kinase"
"Bcen2424_2598","BCEN2424_RS12995","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2876539,2877315,"-","WP_012329130.1","WP_012329130.1",NA,"L-iditol 2-dehydrogenase","",NA,777,258,"old_locus_tag=Bcen2424_2598","Bcen2424_2598--L-iditol 2-dehydrogenase"
"Bcen2424_2599","BCEN2424_RS13000","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2877653,2878114,"+","WP_011546084.1","WP_011546084.1",NA,"transcriptional repressor","",NA,462,153,"old_locus_tag=Bcen2424_2599","Bcen2424_2599--transcriptional repressor"
"Bcen2424_2600","BCEN2424_RS13005","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2878161,2879072,"+","WP_011546085.1","WP_011546085.1",NA,"zinc ABC transporter solute-binding protein","",NA,912,303,"old_locus_tag=Bcen2424_2600","Bcen2424_2600--zinc ABC transporter solute-binding protein"
"Bcen2424_2601","BCEN2424_RS13010","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2879090,2879980,"+","WP_011546086.1","WP_011546086.1",NA,"ABC transporter ATP-binding protein","",NA,891,296,"old_locus_tag=Bcen2424_2601","Bcen2424_2601--ABC transporter ATP-binding protein"
"Bcen2424_2602","BCEN2424_RS13015","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2879973,2880755,"+","WP_011546087.1","WP_011546087.1",NA,"metal ABC transporter permease","",NA,783,260,"old_locus_tag=Bcen2424_2602","Bcen2424_2602--metal ABC transporter permease"
"Bcen2424_2603","BCEN2424_RS13020","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2880886,2881734,"-","WP_011546088.1","WP_011546088.1",NA,"S-formylglutathione hydrolase","fghA",NA,849,282,"old_locus_tag=Bcen2424_2603","Bcen2424_2603-fghA-S-formylglutathione hydrolase"
"Bcen2424_2604","BCEN2424_RS13025","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2881750,2882856,"-","WP_006483756.1","WP_006483756.1",NA,"S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase","",NA,1107,368,"old_locus_tag=Bcen2424_2604","Bcen2424_2604--S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase"
"Bcen2424_2605","BCEN2424_RS13030","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2883070,2884521,"-","WP_011546089.1","WP_011546089.1",NA,"carbohydrate kinase","",NA,1452,483,"old_locus_tag=Bcen2424_2605","Bcen2424_2605--carbohydrate kinase"
"Bcen2424_2606","BCEN2424_RS13035","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2884961,2886337,"+","WP_011546090.1","WP_011546090.1",NA,"purine permease","",NA,1377,458,"old_locus_tag=Bcen2424_2606","Bcen2424_2606--purine permease"
"Bcen2424_2607","BCEN2424_RS13040","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2886532,2888055,"-","WP_011546091.1","WP_011546091.1",NA,"efflux transporter outer membrane subunit","",NA,1524,507,"old_locus_tag=Bcen2424_2607","Bcen2424_2607--efflux transporter outer membrane subunit"
"Bcen2424_2608","BCEN2424_RS13045","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2888055,2891255,"-","WP_011546092.1","WP_011546092.1",NA,"efflux RND transporter permease subunit","",NA,3201,1066,"old_locus_tag=Bcen2424_2608","Bcen2424_2608--efflux RND transporter permease subunit"
"Bcen2424_2609","BCEN2424_RS13050","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2891271,2892545,"-","WP_011546093.1","WP_011546093.1",NA,"efflux RND transporter periplasmic adaptor subunit","",NA,1275,424,"old_locus_tag=Bcen2424_2609","Bcen2424_2609--efflux RND transporter periplasmic adaptor subunit"
"Bcen2424_2610","BCEN2424_RS13055","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2892946,2893587,"+","WP_006486802.1","WP_006486802.1",NA,"TetR family transcriptional regulator","",NA,642,213,"old_locus_tag=Bcen2424_2610","Bcen2424_2610--TetR family transcriptional regulator"
"Bcen2424_2611","BCEN2424_RS13060","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2893631,2894296,"-","WP_011546095.1","WP_011546095.1",NA,"cysteine hydrolase","",NA,666,221,"old_locus_tag=Bcen2424_2611","Bcen2424_2611--cysteine hydrolase"
"Bcen2424_2612","BCEN2424_RS13065","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2894449,2895474,"+","WP_011546096.1","WP_011546096.1",NA,"helix-turn-helix domain-containing protein","",NA,1026,341,"old_locus_tag=Bcen2424_2612","Bcen2424_2612--helix-turn-helix domain-containing protein"
"Bcen2424_2613","BCEN2424_RS13070","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2895531,2896238,"-","WP_011546097.1","WP_011546097.1",NA,"carbon monoxide dehydrogenase subunit G","",NA,708,235,"old_locus_tag=Bcen2424_2613","Bcen2424_2613--carbon monoxide dehydrogenase subunit G"
"Bcen2424_2614","BCEN2424_RS13075","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2896267,2896626,"-","WP_006477955.1","WP_006477955.1",NA,"DUF427 domain-containing protein","",NA,360,119,"old_locus_tag=Bcen2424_2614","Bcen2424_2614--DUF427 domain-containing protein"
"Bcen2424_2615","BCEN2424_RS13080","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2896756,2897193,"-","WP_011546098.1","WP_011546098.1",NA,"carboxypeptidase regulatory-like domain-containing protein","",NA,438,145,"old_locus_tag=Bcen2424_2615","Bcen2424_2615--carboxypeptidase regulatory-like domain-containing protein"
"Bcen2424_2616","BCEN2424_RS13085","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2897298,2898779,"-","WP_006477953.1","WP_006477953.1",NA,"DegQ family serine endoprotease","",NA,1482,493,"old_locus_tag=Bcen2424_2616","Bcen2424_2616--DegQ family serine endoprotease"
"Bcen2424_2617","BCEN2424_RS13090","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2898893,2900239,"-","WP_011546100.1","WP_011546100.1",NA,"two-component sensor histidine kinase","",NA,1347,448,"old_locus_tag=Bcen2424_2617","Bcen2424_2617--two-component sensor histidine kinase"
"Bcen2424_2618","BCEN2424_RS13095","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2900243,2900905,"-","WP_006481728.1","WP_006481728.1",NA,"response regulator","",NA,663,220,"old_locus_tag=Bcen2424_2618","Bcen2424_2618--response regulator"
"Bcen2424_2619","BCEN2424_RS13100","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2901089,2902621,"+","WP_011546101.1","WP_011546101.1",NA,"D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase","dacB",NA,1533,510,"old_locus_tag=Bcen2424_2619","Bcen2424_2619-dacB-D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase"
"Bcen2424_2620","BCEN2424_RS13105","CDS","with_protein","GCF_000203955.1","Primary Assembly","chromosome","1","NC_008542.1",2902955,2903869,"+","WP_011546102.1","WP_011546102.1",NA,"sterol desaturase family protein","",NA,915,304,"old_locus_tag=Bcen2424_2620","Bcen2424_2620--sterol desaturase family protein"
