"locusTag"	"RSlocusTag"	"feature"	"class"	"assembly"	"assembly_unit"	"seq_type"	"chromosome"	"genomic_accession"	"start"	"end"	"strand"	"product_accession"	"non.redundant_refseq"	"related_accession"	"name"	"symbol"	"GeneID"	"feature_interval_length"	"product_length"	"attributes"
"Bcen2424_3523"	"BCEN2424_RS17505"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	361249	361539	"-"	"WP_011694564.1"	"WP_011694564.1"		"co-chaperone GroES"	""		291	96	"old_locus_tag=Bcen2424_3523"
"Bcen2424_3524"	"BCEN2424_RS17510"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	361681	362964	"-"	"WP_011694565.1"	"WP_011694565.1"		"alpha/beta fold hydrolase"	""		1284	427	"old_locus_tag=Bcen2424_3524"
"Bcen2424_3525"	"BCEN2424_RS17515"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	363341	364021	"+"	"WP_011694566.1"	"WP_011694566.1"		"class II aldolase/adducin family protein"	""		681	226	"old_locus_tag=Bcen2424_3525"
"Bcen2424_3526"	"BCEN2424_RS17520"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	364142	365275	"+"	"WP_011694567.1"	"WP_011694567.1"		"sigma 54-interacting transcriptional regulator"	""		1134	377	"old_locus_tag=Bcen2424_3526"
"Bcen2424_3527"	"BCEN2424_RS17525"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	365266	366054	"-"	"WP_011694568.1"	"WP_011694568.1"		"ABC transporter permease"	""		789	262	"old_locus_tag=Bcen2424_3527"
"Bcen2424_3528"	"BCEN2424_RS17530"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	366077	366895	"-"	"WP_011694569.1"	"WP_011694569.1"		"ABC transporter permease"	""		819	272	"old_locus_tag=Bcen2424_3528"
"Bcen2424_3529"	"BCEN2424_RS17535"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	366895	368001	"-"	"WP_011694570.1"	"WP_011694570.1"		"ABC transporter substrate-binding protein"	""		1107	368	"old_locus_tag=Bcen2424_3529"
"Bcen2424_3530"	"BCEN2424_RS17540"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	368033	369109	"-"	"WP_011694571.1"	"WP_011694571.1"		"ABC transporter substrate-binding protein"	""		1077	358	"old_locus_tag=Bcen2424_3530"
"Bcen2424_3531"	"BCEN2424_RS17545"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	369551	370723	"+"	"WP_011694572.1"	"WP_011694572.1"		"LLM class flavin-dependent oxidoreductase"	""		1173	390	"old_locus_tag=Bcen2424_3531"
"Bcen2424_3532"	"BCEN2424_RS17550"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	370774	371820	"+"	"WP_011694573.1"	"WP_011694573.1"		"ABC transporter substrate-binding protein"	""		1047	348	"old_locus_tag=Bcen2424_3532"
"Bcen2424_3533"	"BCEN2424_RS17555"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	371854	372654	"+"	"WP_011694574.1"	"WP_011694574.1"		"energy transducer TonB"	""		801	266	"old_locus_tag=Bcen2424_3533"
"Bcen2424_3534"	"BCEN2424_RS17560"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	372696	373412	"+"	"WP_011694575.1"	"WP_011694575.1"		"MotA/TolQ/ExbB proton channel family protein"	""		717	238	"old_locus_tag=Bcen2424_3534"
"Bcen2424_3535"	"BCEN2424_RS17565"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	373412	373822	"+"	"WP_006484323.1"	"WP_006484323.1"		"biopolymer transporter ExbD"	""		411	136	"old_locus_tag=Bcen2424_3535"
"Bcen2424_3536"	"BCEN2424_RS17570"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	373859	374923	"+"	"WP_011694576.1"	"WP_011694576.1"		"ABC transporter substrate-binding protein"	""		1065	354	"old_locus_tag=Bcen2424_3536"
"Bcen2424_3537"	"BCEN2424_RS17575"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	374920	376137	"+"	"WP_011694577.1"	"WP_011694577.1"		"MFS transporter"	""		1218	405	"old_locus_tag=Bcen2424_3537"
"Bcen2424_3538"	"BCEN2424_RS17580"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	376333	378648	"+"	"WP_011694578.1"	"WP_011694578.1"		"TonB-dependent receptor"	""		2316	771	"old_locus_tag=Bcen2424_3538"
"Bcen2424_3539"	"BCEN2424_RS17585"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	378721	379740	"-"	"WP_011694579.1"	"WP_011694579.1"		"NAD(P)-dependent alcohol dehydrogenase"	""		1020	339	"old_locus_tag=Bcen2424_3539"
"Bcen2424_3540"	"BCEN2424_RS17590"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	379867	380796	"+"	"WP_011694580.1"	"WP_011694580.1"		"LysR family transcriptional regulator"	""		930	309	"old_locus_tag=Bcen2424_3540"
"Bcen2424_3541"	"BCEN2424_RS17595"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	380950	382257	"+"	"WP_011694581.1"	"WP_011694581.1"		"MFS transporter"	""		1308	435	"old_locus_tag=Bcen2424_3541"
"Bcen2424_3542"	"BCEN2424_RS17600"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	382419	383138	"+"	"WP_011694582.1"	"WP_011694582.1"		"SDR family oxidoreductase"	""		720	239	"old_locus_tag=Bcen2424_3542"
"Bcen2424_3543"	"BCEN2424_RS17605"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	383275	385245	"+"	"WP_011694583.1"	"WP_011694583.1"		"arylsulfatase"	""		1971	656	"old_locus_tag=Bcen2424_3543"
"Bcen2424_3544"	"BCEN2424_RS17610"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	385261	386310	"+"	"WP_011694584.1"	"WP_011694584.1"		"formylglycine-generating enzyme family protein"	""		1050	349	"old_locus_tag=Bcen2424_3544"
"Bcen2424_3545"	"BCEN2424_RS17615"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	386307	387119	"+"	"WP_011694585.1"	"WP_011694585.1"		"metal ABC transporter substrate-binding protein"	""		813	270	"old_locus_tag=Bcen2424_3545"
"Bcen2424_3546"	"BCEN2424_RS17620"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	387113	388099	"+"	"WP_011694586.1"	"WP_011694586.1"		"hypothetical protein"	""		987	328	"old_locus_tag=Bcen2424_3546"
"Bcen2424_3547"	"BCEN2424_RS17625"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	388165	388491	"+"	"WP_011694587.1"	"WP_011694587.1"		"antibiotic biosynthesis monooxygenase"	""		327	108	"old_locus_tag=Bcen2424_3547"
"Bcen2424_3548"	"BCEN2424_RS17630"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	388506	389426	"-"	"WP_011694588.1"	"WP_011694588.1"		"hypothetical protein"	""		921	306	"old_locus_tag=Bcen2424_3548"
"Bcen2424_3549"	"BCEN2424_RS17635"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	389582	390514	"-"	"WP_011694589.1"	"WP_011694589.1"		"LysR family transcriptional regulator"	""		933	310	"old_locus_tag=Bcen2424_3549"
"Bcen2424_3550"	"BCEN2424_RS17640"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	390721	391494	"+"	"WP_011694590.1"	"WP_011694590.1"		"putative hydro-lyase"	""		774	257	"old_locus_tag=Bcen2424_3550"
"Bcen2424_3551"	"BCEN2424_RS17645"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	391581	392879	"+"	"WP_006479741.1"	"WP_006479741.1"		"MFS transporter"	""		1299	432	"old_locus_tag=Bcen2424_3551"
"Bcen2424_3552"	"BCEN2424_RS17650"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	393007	396645	"+"	"WP_011694591.1"	"WP_011694591.1"		"5-oxoprolinase"	""		3639	1212	"old_locus_tag=Bcen2424_3552"
"Bcen2424_3554"	"BCEN2424_RS17655"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	397216	399219	"+"	"WP_011694593.1"	"WP_011694593.1"		"cyclic di-GMP phosphodiesterase"	"pdeR"		2004	667	"old_locus_tag=Bcen2424_3554"
"Bcen2424_3555"	"BCEN2424_RS17660"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	399268	400131	"-"	"WP_006479738.1"	"WP_006479738.1"		"crotonase/enoyl-CoA hydratase family protein"	""		864	287	"old_locus_tag=Bcen2424_3555"
"Bcen2424_3556"	"BCEN2424_RS17665"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	400490	400762	"-"	"WP_011694594.1"	"WP_011694594.1"		"hypothetical protein"	""		273	90	"old_locus_tag=Bcen2424_3556"
"Bcen2424_3557"	"BCEN2424_RS17670"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	400840	402756	"+"	"WP_011694595.1"	"WP_011694595.1"		"DUF3857 and transglutaminase domain-containing protein"	""		1917	638	"old_locus_tag=Bcen2424_3557"
"Bcen2424_3558"	"BCEN2424_RS36980"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	402826	402990	"+"	"WP_011694596.1"	"WP_011694596.1"		"hypothetical protein"	""		165	54	"old_locus_tag=Bcen2424_3558"
"Bcen2424_3559"	"BCEN2424_RS17675"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	403034	404083	"-"	"WP_011694597.1"	"WP_011694597.1"		"AraC family transcriptional regulator"	""		1050	349	"old_locus_tag=Bcen2424_3559"
"Bcen2424_3560"	"BCEN2424_RS17680"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	404155	405357	"+"	"WP_011694598.1"	"WP_011694598.1"		"MFS transporter"	""		1203	400	"old_locus_tag=Bcen2424_3560"
"Bcen2424_3561"	"BCEN2424_RS17685"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	405414	406292	"-"	"WP_011694599.1"	"WP_011694599.1"		"aldo/keto reductase family oxidoreductase"	""		879	292	"old_locus_tag=Bcen2424_3561"
"Bcen2424_3562"	"BCEN2424_RS17690"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	406394	407293	"+"	"WP_011694600.1"	"WP_011694600.1"		"LysR family transcriptional regulator"	""		900	299	"old_locus_tag=Bcen2424_3562"
"Bcen2424_3563"	"BCEN2424_RS17695"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	407493	408254	"-"	"WP_041489634.1"	"WP_041489634.1"		"isocitrate lyase/phosphoenolpyruvate mutase family protein"	""		762	253	"old_locus_tag=Bcen2424_3563"
"Bcen2424_3564"	"BCEN2424_RS17700"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	408401	408868	"-"	"WP_011694602.1"	"WP_011694602.1"		"MarR family transcriptional regulator"	""		468	155	"old_locus_tag=Bcen2424_3564"
"Bcen2424_3565"	"BCEN2424_RS17705"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	408950	409318	"+"	"WP_011694603.1"	"WP_011694603.1"		"hypothetical protein"	""		369	122	"old_locus_tag=Bcen2424_3565"
"Bcen2424_3566"	"BCEN2424_RS17710"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	409416	410032	"+"	""	""		"glutathione S-transferase family protein"	""		617		"pseudo;old_locus_tag=Bcen2424_3566"
"Bcen2424_3567"	"BCEN2424_RS17715"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	410093	410815	"-"	"WP_011694605.1"	"WP_011694605.1"		"HAD-IA family hydrolase"	""		723	240	"old_locus_tag=Bcen2424_3567"
"Bcen2424_3568"	"BCEN2424_RS17720"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	410840	411811	"-"	"WP_011694606.1"	"WP_011694606.1"		"ornithine cyclodeaminase family protein"	""		972	323	"old_locus_tag=Bcen2424_3568"
"Bcen2424_3569"	"BCEN2424_RS17725"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	411918	413045	"-"	"WP_011694607.1"	"WP_011694607.1"		"DSD1 family PLP-dependent enzyme"	""		1128	375	"old_locus_tag=Bcen2424_3569"
"Bcen2424_3570"	"BCEN2424_RS17730"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	413147	414106	"-"	"WP_011694608.1"	"WP_011694608.1"		"LysR family transcriptional regulator"	""		960	319	"old_locus_tag=Bcen2424_3570"
"Bcen2424_3571"	"BCEN2424_RS17735"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	414231	415145	"-"	"WP_011694609.1"	"WP_011694609.1"		"NAD(P)/FAD-dependent oxidoreductase"	""		915	304	"old_locus_tag=Bcen2424_3571"
"Bcen2424_3572"	"BCEN2424_RS17740"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	415286	415726	"+"	"WP_006479723.1"	"WP_006479723.1"		"Rrf2 family transcriptional regulator"	""		441	146	"old_locus_tag=Bcen2424_3572"
"Bcen2424_3573"	"BCEN2424_RS17745"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	415988	416578	"+"	"WP_011694611.1"	"WP_011694611.1"		"DUF2760 domain-containing protein"	""		591	196	"old_locus_tag=Bcen2424_3573"
"Bcen2424_3574"	"BCEN2424_RS17750"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	416575	418416	"+"	"WP_011694612.1"	"WP_011694612.1"		"Hsp70 family protein"	""		1842	613	"old_locus_tag=Bcen2424_3574"
"Bcen2424_3575"	"BCEN2424_RS17755"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	418422	421178	"+"	"WP_011694613.1"	"WP_011694613.1"		"hsp70 family protein"	""		2757	918	"old_locus_tag=Bcen2424_3575"
"Bcen2424_3576"	"BCEN2424_RS17760"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	421270	422280	"-"	"WP_041489635.1"	"WP_041489635.1"		"amidinotransferase"	""		1011	336	"old_locus_tag=Bcen2424_3576"
"Bcen2424_3577"	"BCEN2424_RS17765"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	422340	423419	"-"	"WP_011694615.1"	"WP_011694615.1"		"ornithine cyclodeaminase"	""		1080	359	"old_locus_tag=Bcen2424_3577"
"BCEN2424_RS36985"	"BCEN2424_RS36985"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	423547	423714	"-"	"WP_154234412.1"	"WP_154234412.1"		"hypothetical protein"	""		168	55	""
"Bcen2424_3578"	"BCEN2424_RS17770"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	423713	424144	"+"	"WP_006479718.1"	"WP_006479718.1"		"Lrp/AsnC family transcriptional regulator"	""		432	143	"old_locus_tag=Bcen2424_3578"
"Bcen2424_3579"	"BCEN2424_RS17775"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	424179	424772	"-"	"WP_011694616.1"	"WP_011694616.1"		"peroxidase-related enzyme"	""		594	197	"old_locus_tag=Bcen2424_3579"
"Bcen2424_3580"	"BCEN2424_RS17780"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	424769	425299	"-"	"WP_011694617.1"	"WP_011694617.1"		"hypothetical protein"	""		531	176	"old_locus_tag=Bcen2424_3580"
"Bcen2424_3581"	"BCEN2424_RS17785"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	425296	426756	"-"	"WP_011694618.1"	"WP_011694618.1"		"NAD(P)/FAD-dependent oxidoreductase"	""		1461	486	"old_locus_tag=Bcen2424_3581"
"Bcen2424_3582"	"BCEN2424_RS17790"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	426753	427766	"-"	"WP_041489636.1"	"WP_041489636.1"		"LysR family transcriptional regulator"	""		1014	337	"old_locus_tag=Bcen2424_3582"
"BCEN2424_RS35505"	"BCEN2424_RS35505"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	427827	428107	"+"	""	""		"hypothetical protein"	""		281		"pseudo"
"Bcen2424_3583"	"BCEN2424_RS17795"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	428121	429314	"+"	"WP_011694620.1"	"WP_011694620.1"		"ABC transporter substrate-binding protein"	""		1194	397	"old_locus_tag=Bcen2424_3583"
"Bcen2424_3584"	"BCEN2424_RS17800"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	429354	431165	"+"	"WP_011694621.1"	"WP_011694621.1"		"ABC transporter permease"	""		1812	603	"old_locus_tag=Bcen2424_3584"
"Bcen2424_3585"	"BCEN2424_RS17805"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	431177	432034	"+"	"WP_011694622.1"	"WP_011694622.1"		"ABC transporter ATP-binding protein"	""		858	285	"old_locus_tag=Bcen2424_3585"
"Bcen2424_3586"	"BCEN2424_RS17810"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	432031	432795	"+"	"WP_011694623.1"	"WP_011694623.1"		"ABC transporter ATP-binding protein"	""		765	254	"old_locus_tag=Bcen2424_3586"
"Bcen2424_3587"	"BCEN2424_RS17815"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	432883	433332	"+"	"WP_011694624.1"	"WP_011694624.1"		"hypothetical protein"	""		450	149	"old_locus_tag=Bcen2424_3587"
"Bcen2424_3588"	"BCEN2424_RS17820"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	433391	434815	"-"	"WP_011694625.1"	"WP_011694625.1"		"sensor histidine kinase"	""		1425	474	"old_locus_tag=Bcen2424_3588"
"Bcen2424_3589"	"BCEN2424_RS17825"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	434802	435467	"-"	"WP_011694626.1"	"WP_011694626.1"		"response regulator transcription factor"	""		666	221	"old_locus_tag=Bcen2424_3589"
"Bcen2424_3590"	"BCEN2424_RS17830"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	435705	436730	"+"	"WP_011694627.1"	"WP_011694627.1"		"ABC transporter substrate-binding protein"	""		1026	341	"old_locus_tag=Bcen2424_3590"
"Bcen2424_3591"	"BCEN2424_RS17835"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	436860	438170	"+"	"WP_011694628.1"	"WP_011694628.1"		"MFS transporter"	""		1311	436	"old_locus_tag=Bcen2424_3591"
"Bcen2424_3592"	"BCEN2424_RS17840"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	438283	438558	"+"	"WP_006482105.1"	"WP_006482105.1"		"hypothetical protein"	""		276	91	"old_locus_tag=Bcen2424_3592"
"Bcen2424_3593"	"BCEN2424_RS17845"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	438555	438854	"+"	"WP_027808612.1"	"WP_027808612.1"		"type II toxin-antitoxin system RelE/ParE family toxin"	""		300	99	"old_locus_tag=Bcen2424_3593"
"Bcen2424_3594"	"BCEN2424_RS17850"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	438891	440687	"-"	"WP_011694630.1"	"WP_011694630.1"		"histidine kinase"	""		1797	598	"old_locus_tag=Bcen2424_3594"
"Bcen2424_3595"	"BCEN2424_RS17855"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	440684	441331	"-"	"WP_011694631.1"	"WP_011694631.1"		"response regulator transcription factor"	""		648	215	"old_locus_tag=Bcen2424_3595"
"Bcen2424_3596"	"BCEN2424_RS17860"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	441655	442107	"+"	"WP_011694632.1"	"WP_011694632.1"		"hypothetical protein"	""		453	150	"old_locus_tag=Bcen2424_3596"
"Bcen2424_3597"	"BCEN2424_RS17865"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	442223	444241	"+"	"WP_011694633.1"	"WP_011694633.1"		"cytochrome o ubiquinol oxidase"	""		2019	672	"old_locus_tag=Bcen2424_3597"
"Bcen2424_3598"	"BCEN2424_RS17870"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	444266	444595	"-"	"WP_006479699.1"	"WP_006479699.1"		"transcriptional regulator"	""		330	109	"old_locus_tag=Bcen2424_3598"
"Bcen2424_3599"	"BCEN2424_RS17875"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	444592	444924	"-"	"WP_011694634.1"	"WP_011694634.1"		"type II toxin-antitoxin system RelE/ParE family toxin"	""		333	110	"old_locus_tag=Bcen2424_3599"
"Bcen2424_3600"	"BCEN2424_RS17880"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	445315	447765	"-"	"WP_011694635.1"	"WP_011694635.1"		"alpha/beta hydrolase fold domain-containing protein"	""		2451	816	"old_locus_tag=Bcen2424_3600"
"Bcen2424_3601"	"BCEN2424_RS17885"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	447752	449470	"-"	"WP_011694636.1"	"WP_011694636.1"		"FAD-binding protein"	""		1719	572	"old_locus_tag=Bcen2424_3601"
"Bcen2424_3602"	"BCEN2424_RS17890"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	449743	450774	"+"	"WP_041489637.1"	"WP_041489637.1"		"AraC family transcriptional regulator"	""		1032	343	"old_locus_tag=Bcen2424_3602"
"Bcen2424_3603"	"BCEN2424_RS17895"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	450843	451352	"+"	"WP_041489638.1"	"WP_041489638.1"		"GNAT family N-acetyltransferase"	""		510	169	"old_locus_tag=Bcen2424_3603"
"Bcen2424_3604"	"BCEN2424_RS17900"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	451369	452322	"-"	"WP_011694639.1"	"WP_011694639.1"		"hypothetical protein"	""		954	317	"old_locus_tag=Bcen2424_3604"
"Bcen2424_3606"	"BCEN2424_RS17910"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	452909	453364	"-"	"WP_011694640.1"	"WP_011694640.1"		"Lrp/AsnC family transcriptional regulator"	""		456	151	"old_locus_tag=Bcen2424_3606"
"Bcen2424_3607"	"BCEN2424_RS17915"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	453480	454025	"+"	"WP_041489664.1"	"WP_041489664.1"		"alpha/beta hydrolase PF06821 family protein"	""		546	181	"old_locus_tag=Bcen2424_3607"
"Bcen2424_3608"	"BCEN2424_RS17920"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	454209	455459	"+"	"WP_011694642.1"	"WP_011694642.1"		"YbfB/YjiJ family MFS transporter"	""		1251	416	"old_locus_tag=Bcen2424_3608"
"Bcen2424_3609"	"BCEN2424_RS17925"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	455499	456044	"-"	"WP_006479688.1"	"WP_006479688.1"		"4-hydroxyphenylacetate 3-monooxygenase, reductase component"	"hpaC"		546	181	"old_locus_tag=Bcen2424_3609"
"Bcen2424_3610"	"BCEN2424_RS17930"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	456399	457031	"+"	"WP_006479687.1"	"WP_006479687.1"		"response regulator transcription factor"	""		633	210	"old_locus_tag=Bcen2424_3610"
"Bcen2424_3611"	"BCEN2424_RS17935"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	457173	457916	"-"	"WP_027812267.1"	"WP_027812267.1"		"SDR family oxidoreductase"	""		744	247	"old_locus_tag=Bcen2424_3611"
